CUI,STR
C0014863,diffuse esophageal spasms
C0014863,esophageal motor disorder
C0014863,spasm esophageal
C0014863,dyskinesia esophagus
C0014863,esophagospasms
C0014863,esophagus spasm
C0014863,oesophageal motility disorder
C0014863,oesophageal spasms
C0014863,esophageal motility disorder
C0014863,oesophagus spasm
C0014863,diffuse esophageal spasm
C0014863,diffuse oesophageal spasm
C0014863,oesophagus spasms
C0014863,disorders esophageal motor
C0014863,dyskinesia of esophagus
C0014863,esophageal dysmotility
C0014863,esophageal spasms
C0014863,spasm of oesophagus
C0014863,esophagospasm
C0014863,esophagus spasms
C0014863,oesophageal dysmotility
C0014863,oesophageal spasm
C0014863,spasm of esophagus
C0014863,Esophageal spasms
C0014863,Esophageal spasm
C0014863,Esophagospasm
C0014863,Spasm of esophagus
C0014866,Esophageal Stenoses
C0014866,Esophageal Stenosis
C0014866,"Stenoses, Esophageal"
C0014866,STENOSIS ESOPHAGEAL
C0014866,"Stricture, Esophageal"
C0014866,ESOPHAGEAL STENOSIS
C0014866,ESOPHAGEAL STRICTURE
C0014866,"ESOPHAGUS, STENOSIS"
C0014866,OESOPHAGEAL STRICTURE
C0014866,STRICTURE ESOPHAGUS
C0014866,Esophageal stenosis
C0014866,Stenosi esofagea
C0014866,Esophageal stricture
C0014866,Esophageal Stenosis [Disease/Finding]
C0014866,Esophageal Stricture
C0014866,"Stenosis, Esophageal"
C0014866,stricture esophagus
C0014866,stricture of esophagus
C0014866,esophageal strictures
C0014866,oesophageal stricture
C0014866,oesophagus strictures
C0014866,esophagostenosis
C0014866,esophagus stricture
C0014866,oesophagus stenosis
C0014866,stenosis esophageal
C0014866,stenosis of esophagus
C0014866,esophageal stenosis
C0014866,esophageal stricture
C0014866,esophagus stenosis
C0014866,congenital esophageal stenosis
C0014866,esophagus strictures
C0014866,stenosis oesophagus
C0014866,stricture oesophagus
C0014866,Esophageal strictures
C0014866,Stenose oesophagienne
C0014866,Esophagus--Stenosis
C0014866,Narrowing of the esophagus
C0014866,Stricture and stenosis of esophagus
C0014868,Esophagitides
C0014868,Esophagitis
C0014868,ESOPHAGITIS
C0014868,OESOPHAGITIS
C0014868,esophagitis
C0014868,Esofagite
C0014868,Esophagitis NOS
C0014868,"Esophagitis, unspecified"
C0014868,Esophagitis [Disease/Finding]
C0014868,oesophagitis
C0014868,esophagus inflammation
C0014868,Oesophagite
C0014868,Oesophagitis
C0014868,Inflammation of the esophagus
C0016927,Gagging
C0016927,GAGGING
C0016927,gagging
C0016927,Gagging [Disease/Finding]
C0016927,"Reflex, Pharyngeal"
C0016927,Pharyngeal Reflex
C0016927,reflex gag
C0016927,gagging reflex
C0016927,pharyngeal reflex
C0016927,gag reflex
C0017152,Gastritides
C0017152,Gastritis
C0017152,GASTRIC INFLAMMATION
C0017152,GASTRITIS
C0017152,INFLAMMATION STOMACH
C0017152,STOMACH INFLAMMATION
C0017152,gastritis
C0017152,Gastrite
C0017152,Gastritis [Disease/Finding]
C0017152,stomach inflammation
C0017152,gastric inflammation
C0017152,Stomach inflammation
C0017154,Atrophic Gastritides
C0017154,"Gastritides, Atrophic"
C0017154,"Gastritis, Atrophic"
C0017154,GASTRITIS ATROPHIC
C0017154,ATROPHIC GASTRITIS
C0017154,Atrophic Gastritis
C0017154,atrophic gastritis
C0017154,"Gastritis, Atrophic [Disease/Finding]"
C0017154,chronic atrophic gastritis
C0017154,gastric atrophy
C0017154,atrophy gastric
C0017154,gastritis atrophic
C0017154,Chronic atrophic gastritis
C0017154,Atrophic gastritis
C0017154,Chronic Atrophic Gastritis
C0017154,Gastric Atrophy
C0017155,Menetrier's disease
C0017155,"Disease, Menetrier"
C0017155,"Gastritis, Hypertrophic"
C0017155,Hypertrophic Gastritis
C0017155,GASTRITIS HYPERTROPHIC
C0017155,"GASTRITIS, HYPERTROPHIC"
C0017155,MENETRIER'S DISEASE
C0017155,Hypertrophic gastropathy
C0017155,hypertrophic gastritis
C0017155,GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>
C0017155,MENETRIER DIS
C0017155,Giant Hypertrophic Gastritis
C0017155,Menetrier Disease
C0017155,Menetrier's Disease
C0017155,gastric mucosal hypertrophy
C0017155,GASTRITIS GIANT HYPERTROPHIC MENETRIERS
C0017155,"Gastritis, Hypertrophic [Disease/Finding]"
C0017155,Menetriers Disease
C0017155,"Disease, Menetrier's"
C0017155,giant hypertrophic gastritis
C0017155,hypertrophic gastropathy
C0017155,menetrier's disease
C0017155,gastritis hypertrophic
C0017155,hyperplastic gastropathy
C0017155,menetrier disease
C0017155,disease menetrier
C0017155,disease menetriers
C0017155,Gastropathie hypertrophique
C0017155,Gastropatia ipertrofica
C0017155,Menetrier disease
C0017155,MENETRIER DISEASE
C0017155,Giant hypertrophic gastritis
C0017155,Ménétrier Disease
C0017155,"Gastritis, Giant Hypertrophic"
C0017155,"Hypertrophic Gastritis, Giant"
C0017155,Gastric mucosal hypertrophy
C0017155,Hypertrophic gastritis
C0017168,Gastro Esophageal Reflux
C0017168,Gastroesophageal Reflux
C0017168,"Reflux, Gastro-Esophageal"
C0017168,"CARDIOESOPHAGEAL RELAXATION, GASTROESOPHAGEAL REFLUX"
C0017168,ESOPHAGEAL REFLUX
C0017168,GASTROESOPHAGEAL REFLUX
C0017168,GE REFLUX
C0017168,Gastroesophageal reflux disease
C0017168,Gastro-esophageal reflux disease
C0017168,Gastroesophageal reflux
C0017168,GASTROESOPHAGEAL REFLUX DIS
C0017168,Esophageal reflux
C0017168,Esophageal Reflux
C0017168,Gastro-oesophageal Reflux
C0017168,Gastroesophageal Reflux [Disease/Finding]
C0017168,Gastro-Esophageal Reflux
C0017168,"Reflux, Gastroesophageal"
C0017168,GERD
C0017168,Gastroesophageal Reflux Disease
C0017168,reflux esophageal
C0017168,diseases esophageal reflux
C0017168,gastro esophageal reflux
C0017168,gerd
C0017168,reflux gastroesophageal
C0017168,esophageal reflux disease
C0017168,gastresophageal reflux disease
C0017168,gastro-esophageal reflux disease
C0017168,gastroesophageal reflux
C0017168,gastroesophageal reflux disease
C0017168,oesophageal reflux
C0017168,disease gastro-esophageal reflux
C0017168,gastro oesophageal reflux
C0017168,reflux disease esophageal
C0017168,acid reflux
C0017168,gastrooesophageal reflux
C0017168,reflux acid
C0017168,esophageal reflux
C0017168,gastro-esophageal reflux
C0017168,gastro-oesophageal reflux
C0017168,gastroesophageal reflux disease (GERD)
C0017168,gastrooesophageal reflux disease
C0017168,ge reflux
C0017168,"Acid Reflux, Gastric"
C0017168,"Reflux, Gastric Acid"
C0017168,Gastric Acid Reflux
C0017168,Gastric Acid Reflux Disease
C0017168,GER
C0017168,Acid Reflux
C0017168,Reflux gastro-oesophagien
C0017168,Malattia da reflusso g.e.
C0017168,GASTROESOPHAGEAL REFLUX DISEASE
C0017168,Acid reflux disease
C0017168,Gastric reflux
C0017168,Gastro oesophageal Reflux
C0017168,"Reflux, Gastro-oesophageal"
C0017181,GASTROINTESTINAL BLEEDING
C0017181,Gastrointestinal Hemorrhage
C0017181,Gastrointestinal Hemorrhages
C0017181,Hemorrhage of gastrointestinal tract
C0017181,GI bleeding
C0017181,BLEEDING GASTROINTESTINAL
C0017181,GASTROINTESTINAL HEMORRHAGE
C0017181,GASTROINTESTINAL TRACT BLEED (NOS)
C0017181,GI HAEMORRHAGE
C0017181,GI HEMORRHAGE
C0017181,Gastrointestinal hemorrhage
C0017181,HEMORRHAGE GASTROINTESTINAL
C0017181,gastrointestinal hemorrhage
C0017181,Gastrointestinal bleeding
C0017181,Gastrointest hemorr NOS
C0017181,Gastrointestinal Hemorrhage [Disease/Finding]
C0017181,"Hemorrhage, Gastrointestinal"
C0017181,gastrointestinal haemorrhage
C0017181,gastrointestinal hemorrhages
C0017181,gastrointestinal bleeding
C0017181,gi hemorrhage
C0017181,gi bleed
C0017181,gastrointestinal bleed
C0017181,gastro intestinal bleeding
C0017181,gi bleeding
C0017181,Gastrointestinal Bleeding
C0017181,"Bleeding, Gastrointestinal"
C0017181,GI Bleeding
C0017181,GI hemorrhage
C0017181,Hemorragie gastro-intestinale
C0017181,Sanguinamento sanguinamento gastrointestinale
C0017181,GI Bleed
C0017181,Gastrointestinal Bleed
C0017181,GI haemorrhage
C0017181,"Hemorrhage of gastrointestinal tract, unspecified"
C0017185,Gastrointestinal Neoplasm
C0017185,Gastrointestinal Neoplasms
C0017185,"Neoplasm, Gastrointestinal"
C0017185,GASTROINTESTINAL TUMOR
C0017185,gastrointestinal neoplasm
C0017185,Tumor of Digestive System
C0017185,Tumor of GI System
C0017185,Tumor of Gastrointestinal System
C0017185,Tumor of the Digestive System
C0017185,Tumor of the GI System
C0017185,Tumor of the Gastrointestinal System
C0017185,Digestive System Tumor
C0017185,GI System Neoplasm
C0017185,GI System Tumor
C0017185,Gastrointestinal System Neoplasm
C0017185,Gastrointestinal System Tumor
C0017185,Neoplasm of Digestive System
C0017185,Neoplasm of GI System
C0017185,Neoplasm of Gastrointestinal System
C0017185,Neoplasm of the Digestive System
C0017185,Neoplasm of the GI System
C0017185,Neoplasm of the Gastrointestinal System
C0017185,GI NEOPLASIA
C0017185,GASTROINTESTINAL NEOPL
C0017185,NEOPL GASTROINTESTINAL
C0017185,NEOPLASIA GI
C0017185,"Neoplasms, Gastrointestinal"
C0017185,Gastrointestinal Neoplasms [Disease/Finding]
C0017185,gastrointestinal tumor
C0017185,gastrointestinal tumors
C0017185,gastrointestinal tract tumour
C0017185,gastrointestinal neoplasms
C0017185,gut tumor
C0017185,neoplasm of gastrointestinal tract
C0017185,Digestive System Neoplasm
C0017185,Gastrointestinal tract tumor
C0017185,Gastrointestinal tract neoplasia
C0017185,Neoplasm of the gastrointestinal tract
C0017185,Gastrointestinal tract neoplasm
C0017185,GI tract tumor
C0017185,Digestive Neoplasm
C0017185,Digestive Tumor
C0017185,GI Neoplasm
C0017185,GI Tumor
C0017185,Gastrointestinal Tumor
C0017566,Gingival Hyperplasia
C0017566,Gingival Hyperplasias
C0017566,"Hyperplasia, Gingival"
C0017566,"Hyperplasias, Gingival"
C0017566,GUM HYPERPLASIA
C0017566,gingiva hyperplasia
C0017566,GINGIVAL HYPERPLASIA
C0017566,Gingival hyperplasia
C0017566,HYPERPLASIA GUM
C0017566,Gingival Hyperplasia [Disease/Finding]
C0017566,enlargement gingival
C0017566,gingival enlargement
C0017566,hyperplasia gingival
C0017566,gingival hyperplasia
C0017566,gum hyperplasia
C0017567,Gingival Hypertrophies
C0017567,Gingival Hypertrophy
C0017567,"Hypertrophies, Gingival"
C0017567,"Hypertrophy, Gingival"
C0017567,GINGIVAL HYPERTROPHY
C0017567,GUM HYPERTROPHY
C0017567,HYPERTROPHY GINGIVAL
C0017567,Gingival hypertrophy
C0017567,Gum hypertrophy
C0017567,Gingival Hypertrophy [Disease/Finding]
C0017567,gingival hypertrophy
C0017567,gums hypertrophied
C0017567,Gum enlargement
C0017567,Gingival enlargement
C0017571,Gingival Pocket
C0017571,Gingival Pockets
C0017571,"Pockets, Gingival"
C0017571,Gingival Pocket [Disease/Finding]
C0017571,"Pocket, Gingival"
C0017572,Gingival Recession
C0017572,Gingival Recessions
C0017572,"Recessions, Gingival"
C0017572,GINGIVAL RECESSION
C0017572,"Recession, Gingival"
C0017572,Gingival recession NOS
C0017572,Receding Gums
C0017572,Gingival Recession [Disease/Finding]
C0017572,gingival recession
C0017572,gingival recessions
C0017572,Gingival recession
C0017572,Gum recession
C0017572,Receding gums
C0017572,Gingival recessions
C0017572,"Gingival recession, unspecified"
C0017672,Glossalgia
C0017672,Glossalgias
C0017672,Glossodynias
C0017672,TONGUE PAIN
C0017672,PAIN TONGUE
C0017672,Painful Tongue
C0017672,TONGUE SORE
C0017672,Tongue Pain
C0017672,Glossodynia
C0017672,Glossalgia [Disease/Finding]
C0017672,soreness of tongue
C0017672,glossodynia
C0017672,tongue soreness
C0017672,painful tongue
C0017672,glossalgia
C0017672,tongue sore
C0017672,sore tongue
C0017672,tongue pain
C0017672,Painful tongue
C0017672,Tongue pain
C0017675,Glossitides
C0017675,Glossitis
C0017675,GLOSSITIS
C0017675,INFLAMMATION TONGUE
C0017675,TONGUE INFLAMMATION
C0017675,glossitis
C0017675,Glossitis [Disease/Finding]
C0017675,inflammation tongue
C0017675,tongue inflammation
C0017675,Smooth swollen tongue
C0017675,Inflammation of the tongue
C0017675,Lingual inflammation
C0017677,Benign Migratory Glossitis
C0017677,Geographic Tongue
C0017677,"Glossitis, Benign Migratory"
C0017677,"Migratory Glossitis, Benign"
C0017677,"TONGUE, GEOGRAPHIC"
C0017677,"GLOSSITIS, BENIGN MIGRATORY"
C0017677,TONGUE GEOGRAPHIC
C0017677,geographic tongue
C0017677,Geographic tongue
C0017677,"Tongue, Geographic"
C0017677,"Glossitis, Benign Migratory [Disease/Finding]"
C0017677,Glossitis Areata Exfoliativa
C0017677,erythema migran
C0017677,lingua geographica
C0017677,geographical tongue
C0017677,tongue geographic
C0017677,lingual geographica
C0017677,migratory benign glossitis
C0017677,erythema migrans
C0017677,benign migratory glossitis
C0017677,Glossitis areata exfoliativa
C0017677,"Migrans, Lingual Erythema"
C0017677,"Erythema Migrans, Lingual"
C0017677,"Erythema Migran, Lingual"
C0017677,Lingual Erythema Migran
C0017677,Lingual Erythema Migrans
C0017677,"Migran, Lingual Erythema"
C0017677,Benign migratory glossitis
C0018834,Heartburn
C0018834,Pyroses
C0018834,BRASH
C0018834,HEART BURN
C0018834,HEARTBURN
C0018834,PYROSIS
C0018834,heartburn
C0018834,Azia/pirose
C0018834,Bruciore di stomaco(pirosi)
C0018834,Brulant/brulement/brulures
C0018834,HALSBRANN/KARDIALGI/SURE OPPSTOT
C0018834,HALSBRANNA
C0018834,Halsbrand/kardialgi/sure opstod
C0018834,NARASTYS
C0018834,Pirosis
C0018834,Pirosi
C0018834,Sodbrennen
C0018834,Zuurbranden
C0018834,gyomoreges
C0018834,URDAIL SAMINTASUNA/BIOTZERRE
C0018834,Heartburn [Disease/Finding]
C0018834,Pyrosis
C0018834,tzarevet
C0018834,brash
C0018834,pyrosis
C0018834,acidity
C0018834,Acid reflux
C0018926,Hematemeses
C0018926,Hematemesis
C0018926,HAEMATEMESIS
C0018926,HEMATEMESIS
C0018926,VOMITING BLOOD
C0018926,EMESIS BLOODY
C0018926,Hematemesis/vomiting blood
C0018926,hematemesis
C0018926,vomiting of blood
C0018926,Blod i opkast/haematemese
C0018926,Bluterbrechen/Haematemesis
C0018926,Ematemesi/vomito sanguinolento
C0018926,Ematemesi
C0018926,HEMATEMES/BLODKRAKNING
C0018926,Haematemesis/bloed braken
C0018926,Hematemese/vomissement de sang
C0018926,Hematemese/vomito de sangue
C0018926,Hematemesis/vomito sanguineo
C0018926,OPPKAST MED BLOD/HEMATEMESE
C0018926,VERIOKSENNUS/HEMATEMESIS
C0018926,haematemesis/veres hanyas
C0018926,HEMATEMESIA/ODOL GOITIKOA
C0018926,Hematemesis [Disease/Finding]
C0018926,hematemezis
C0018926,haematemesis
C0018926,vomiting blood
C0018926,Hematemese
C0018926,Vomitting blood
C0018926,Vomiting of blood
C0019065,Hemoperitoneum
C0019065,Hemoperitoneums
C0019065,"APOPLEXY, ABDOMINAL"
C0019065,HAEMOPERITONEUM
C0019065,HEMOPERITONEUM
C0019065,HEMORRHAGE INTRAPERITONEAL
C0019065,HEMORRHAGE PERITONEAL
C0019065,"MESENTERY, HEMORRHAGE"
C0019065,PERITONEAL BLEEDING
C0019065,PERITONEAL EFFUSION BLOODY
C0019065,PERITONEAL HEMORRHAGE
C0019065,Hemoperitoneum [Disease/Finding]
C0019065,haemoperitoneum
C0019065,peritoneal hemorrhage
C0019065,abdominal apoplexy
C0019065,peritoneal bleed
C0019065,hemoperitoneum
C0019065,peritoneal bleeding
C0019065,bleeds peritoneal
C0019065,intraperitoneal hemorrhage
C0019065,Peritoneal Hemorrhage
C0019521,Hiccups
C0019521,Hiccup
C0019521,HICCOUGH
C0019521,HICCOUGHS
C0019521,HICCUP
C0019521,HICCUPS
C0019521,Hiccough
C0019521,SINGULTUS
C0019521,Hiccoughs
C0019521,hiccup
C0019521,hiccough
C0019521,Hiccup [Disease/Finding]
C0019521,hiccups
C0019521,hiccoughs
C0019521,hiccoughing
C0019521,hiccuping
C0019521,Singultus
C0019569,"Disease, Hirschsprung"
C0019569,Hirschsprung Disease
C0019569,Hirschsprungs Disease
C0019569,"Disease, Hirschsprung's"
C0019569,HIRSCHSPRUNG DISEASE
C0019569,Hirschsprung's disease
C0019569,MEGACOLON CONGENITAL
C0019569,"MEGACOLON, AGANGLIONIC"
C0019569,"MEGACOLON, CONGENITAL"
C0019569,congenital megacolon
C0019569,Hirschsprung disease
C0019569,Congenital megacolon
C0019569,HIRSCHSPRUNG DIS
C0019569,HIRSCHSPRUNGS DIS
C0019569,CONGEN MEGACOLON
C0019569,MEGACOLON CONGEN
C0019569,pelvirectal achalasia
C0019569,Congenital Megacolon
C0019569,Hirschsprung Disease [Disease/Finding]
C0019569,"Megacolon, Congenital"
C0019569,Hirschsprung's Disease
C0019569,aganglionic megacolon
C0019569,diseases hirschsprung
C0019569,hirschsprungs disease
C0019569,disease hirschsprung
C0019569,megacolon congenital
C0019569,aganglionosis
C0019569,hirschsprung disease
C0019569,disease hirschsprungs
C0019569,disease hirschsprung's
C0019569,hirschsprung's disease
C0019569,Aganglionic megacolon
C0019569,"Megacolon, Aganglionic"
C0019569,Aganglionic Megacolon
C0019569,Hirschsprung megacolon
C0019569,Hirshsprungs disease
C0019569,Macrocolon
C0019569,Aganglionosis
C0020877,Ileitis
C0020877,ILEITIS
C0020877,ileitis
C0020877,Ileite
C0020877,Ileitis [Disease/Finding]
C0021831,"Disease, Intestinal"
C0021831,"Diseases, Intestinal"
C0021831,Intestinal Disease
C0021831,Intestinal Diseases
C0021831,intestine disorder
C0021831,Enteropathy
C0021831,INTESTINAL DIS
C0021831,bowel disease
C0021831,intestinal disorder
C0021831,Intestinal disorder NOS
C0021831,Intestinal Diseases [Disease/Finding]
C0021831,disease intestines
C0021831,bowels disease
C0021831,disease bowel
C0021831,disorder intestine
C0021831,disorders intestinal
C0021831,disorders intestine
C0021831,bowel diseases
C0021831,diseases of the intestinal tract
C0021831,bowel disorders
C0021831,bowels disorders
C0021831,disease intestine
C0021831,diseases intestines
C0021831,intestinal tract diseases
C0021831,disease intestinal
C0021831,bowels diseases
C0021831,enteropathy
C0021831,intestinal disorders
C0021831,bowel disorder
C0021831,disorders bowel
C0021831,diseases intestine
C0021831,disorders intestines
C0021831,intestine disease
C0021831,bowel dysfunction
C0021831,diseases intestinal tract
C0021831,disorder intestinal
C0021831,intestinal disease
C0021831,intestinal diseases
C0021831,Intestines--Diseases
C0021831,Intestinal Disorder
C0021831,Unspecified disorder of intestine
C0021833,"Fistula, Intestinal"
C0021833,Intestinal Fistula
C0021833,INTESTINAL FISTULA
C0021833,Intestinal Fistula [Disease/Finding]
C0021833,fistula intestinal
C0021833,fistulas intestinal
C0021833,intestine fistula
C0021833,intestinal fistula
C0021833,Fistula of Intestine
C0021833,Intestinal fistula
C0021933,Intussusception
C0021933,Intussusceptions
C0021933,Intususceptions
C0021933,INTUSSUSCEPTION
C0021933,Intestinal Invagination
C0021933,Intestinal Invaginations
C0021933,"Invaginations, Intestinal"
C0021933,Intussusception [Disease/Finding]
C0021933,Intususception
C0021933,"Invagination, Intestinal"
C0021933,intususception
C0021933,intestinal intussusception
C0021933,introsusception
C0021933,intussusception
C0021933,intussusceptions
C0021933,intussuception
C0021933,bowel intussusception
C0021933,Intestines--Intussusception
C0021933,Intussusception of intestine
C0021933,Invagination of intestine or colon
C0022951,Lactose Intolerance
C0022951,"Intolerance, Lactose"
C0022951,LACTOSE INTOLERANCE
C0022951,Lactose intolerance
C0022951,MILK SUGAR INTOLERANCE
C0022951,MILK INTOLERANCE
C0022951,lactose intolerance
C0022951,"Malabsorption, Lactose"
C0022951,Lactose Intolerance [Disease/Finding]
C0022951,Lactose Malabsorption
C0022951,cow's milk enteropathy
