ATUI,AUI,CNAME,CUI,CVF,DEF,SAB,SATUI,SUPPRESS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 9
AT220104998,A27392718,,C0009555,,"<p>Your <a href='https://medlineplus.gov/blood.html'>blood</a> contains red blood cells (RBC), white blood cells (WBC), and platelets. Blood count tests measure the number and types of cells in your blood. This helps doctors check on your overall health. The tests can also help to diagnose diseases and conditions such as <a href='https://medlineplus.gov/anemia.html'>anemia</a>, infections, clotting problems, blood cancers, and <a href='https://medlineplus.gov/immunesystemanddisorders.html'>immune system disorders</a>.</p> <p>Specific types include tests for</p> <ul> <li>RBC - the numbers, size, and types of RBC in the blood</li> <li>WBC - the numbers and types of WBC in the blood</li> <li>Platelets - the numbers and size of the platelets</li> <li>Hemoglobin - an iron-rich protein in red blood cells that carries oxygen</li> <li>Hematocrit - how much space red blood cells take up in your blood</li> <li>Reticulocyte count - how many young red blood cells are in your blood</li> <li>Mean corpuscular volume (MCV) - the average size of your red blood cells</li> </ul> <p>The complete blood count (CBC) includes most or all of these. The CBC is one of the most common blood tests.</p> <p >NIH: National Heart, Lung, and Blood Institute</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT198056393,A10760825,,C0014772,,The determination of the number of erythrocytes in a blood sample.,NCI,,N,,,,,,,,,,,,,,,,
AT198105590,A10760825,,C0014772,,A measurement of the total erythrocytes in a biological specimen.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT38151632,A0055838,,C0014772,,The number of RED BLOOD CELLS per unit volume in a sample of venous BLOOD.,MSH,,N,,,,,,,,,,,,,,,,
AT51222944,A0478749,,C0014772,,number of red blood cells per unit volume in a sample of venous blood.,CSP,,N,,,,,,,,,,,,,,,,
AT38133190,A0057005,,C0015236,,"Repetitive withdrawal of small amounts of blood and replacement with donor blood until a large proportion of the blood volume has been exchanged. Used in treatment of fetal erythroblastosis, hepatic coma, sickle cell anemia, disseminated intravascular coagulation, septicemia, burns, thrombotic thrombopenic purpura, and fulminant malaria.",MSH,,N,,,,,,,,,,,,,,,,
AT38141435,A0061081,,C0016756,,"An autosomal recessive fructose metabolism disorder due to absent or deficient fructose-1,6-diphosphatase activity. Gluconeogenesis is impaired, resulting in accumulation of gluconeogenic precursors (e.g., amino acids, lactate, ketones) and manifested as hypoglycemia, ketosis, and lactic acidosis. Episodes in the newborn infant are often lethal. Later episodes are often brought on by fasting and febrile infections. As patients age through early childhood, tolerance to fasting improves and development becomes normal.",MSH,,N,,,,,,,,,,,,,,,,
AT18955258,A0066374,,C0018787,,"Organ with cavitated organ parts, which is connected to the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",UWDA,,N,,,,,,,,,,,,,,,,
AT198040180,A7570969,,C0018787,,A hollow organ located slightly to the left of the middle portion of the chest. It is composed of muscle and it is divided by a septum into two sides: the right side which receives de-oxygenated blood from the body and the left side which sends newly oxygenated blood to the body. Each side is composed of two chambers: the atrium (receiving blood) and ventricle (ejecting blood).,NCI,,N,,,,,,,,,,,,,,,,
AT218910303,A15475732,,C0018787,,"Organ with cavitated organ parts, which is continuous with the systemic and pulmonary arterial and venous trees. Examples: There is only one heart.",FMA,,N,,,,,,,,,,,,,,,,
AT224182774,A7570969,,C0018787,,A hollow muscular organ which receives the blood from the veins and pumps it into the arteries.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT38140577,A0066368,,C0018787,,"The hollow, muscular organ that maintains the circulation of the blood.",MSH,,N,,,,,,,,,,,,,,,,
AT51224313,A0480532,,C0018787,,"hollow, muscular organ that maintains the circulation of the blood.",CSP,,N,,,,,,,,,,,,,,,,
AT198030056,A7570991,,C0018926,,Vomiting blood.,NCI,,N,,,,,,,,,,,,,,,,
AT206285992,A24679975,,C0018926,,The vomiting of blood. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT38133407,A0066730,,C0018926,,"Vomiting of blood that is either fresh bright red, or older ""coffee-ground"" in character. It generally indicates bleeding of the UPPER GASTROINTESTINAL TRACT.",MSH,,N,,,,,,,,,,,,,,,,
AT197979308,A7648784,,C0018939,,"A neoplastic or non-neoplastic disorder that affects the production and proliferation of the hematopoietic cells including lymphoid cells, the synthesis of hemoglobin, and/or the mechanisms of coagulation.",NCI,,N,,,,,,,,,,,,,,,,
AT220105747,A21143319,,C0018939,,"<p>Your <a href='https://medlineplus.gov/blood.html'>blood</a> is living tissue made up of liquid and solids. The liquid part, called plasma, is made of water, salts and protein. Over half of your blood is plasma. The solid part of your blood contains red blood cells, white blood cells and platelets.</p> <p>Blood disorders affect one or more parts of the blood and prevent your blood from doing its job. They can be acute or chronic. Many blood disorders are inherited. Other causes include other diseases, side effects of medicines, and a lack of certain nutrients in your diet.</p> <p>Types of blood disorders include</p> <ul> <li><a href='https://medlineplus.gov/plateletdisorders.html'>Platelet disorders</a>, <a href='https://medlineplus.gov/bloodclots.html'>excessive clotting</a>, and <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding problems</a>, which affect how your blood clots</li> <li><a href='https://medlineplus.gov/anemia.html'>Anemia</a>, which happens when your blood does not carry enough oxygen to the rest of your body</li> <li>Cancers of the blood, such as <a href='https://medlineplus.gov/leukemia.html'>leukemia</a> and <a href='https://medlineplus.gov/multiplemyeloma.html'>myeloma</a></li> <li><a href='https://medlineplus.gov/eosinophilicdisorders.html'>Eosinophilic disorders</a>, which are problems with one type of white blood cell.</li> </ul>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38141774,A0066778,,C0018939,,Disorders of the blood and blood forming tissues.,MSH,,N,,,,,,,,,,,,,,,,
AT51223520,A1179210,,C0018939,,"determination of a blood disorder based on symptoms, medical history, risk factors, and clinical tests.",CSP,,N,,,,,,,,,,,,,,,,
AT51225544,A0318484,,C0018939,,condition in which there is a deviation from or interruption of the normal structure or function of the blood and blood forming tissues.,CSP,,N,,,,,,,,,,,,,,,,
AT197993898,A15557586,,C0018941,,A laboratory test to measure hematopoietic components and investigate hematologic disorders in a blood sample.,NCI,,N,,,,,,,,,,,,,,,,
AT32349835,A0474885,,C0018941,,tests used in the analysis of the hemic system.,CSP,,N,,,,,,,,,,,,,,,,
AT38135988,A0066784,,C0018941,,Tests used in the analysis of the hemic system.,MSH,,N,,,,,,,,,,,,,,,,
AT198064958,A7570992,,C0018943,,The branch of medicine that deals with the blood and blood-forming organs and the diseases thereof.,NCI,,N,,,,,,,,,,,,,,,,
AT38146116,A0066794,,C0018943,,"A subspecialty of internal medicine concerned with morphology, physiology, and pathology of the blood and blood-forming tissues.",MSH,,N,,,,,,,,,,,,,,,,
AT51221101,A0480622,,C0018943,,"subspecialty of internal medicine concerned with morphology, physiology, and pathology of the blood and blood-forming tissues; for thorough searching, see all RTs and similar alpha strings.",CSP,,N,,,,,,,,,,,,,,,,
AT148903043,A11591022,,C0018951,,"The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates. [GOC:dgh, ISBN:0198506732]",GO,,N,,,,,,,,,,,,,,,,
AT197978346,A19020918,,C0018951,,The formation of new blood cells.,NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198077266,A19020918,,C0018951,,A process of blood formation and more specifically formation of blood cells that are all derived from hematopoietic stem cells.,NCI,,N,,,,,,,,,,,,,,,,
AT32352534,A0480626,,C0018951,,formation and development of blood cells.,CSP,,N,,,,,,,,,,,,,,,,
AT38134442,A0066820,,C0018951,,"The development and formation of various types of BLOOD CELLS. Hematopoiesis can take place in the BONE MARROW (medullary) or outside the bone marrow (HEMATOPOIESIS, EXTRAMEDULLARY).",MSH,,N,,,,,,,,,,,,,,,,
AT198016766,A7571016,,C0019080,,"In medicine, loss of blood from damaged blood vessels. A hemorrhage may be internal or external, and usually involves a lot of bleeding in a short time.",NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198139935,A7571016,,C0019080,,The flow of blood from a ruptured blood vessel.,NCI,,N,,,,,,,,,,,,,,,,
AT210369856,A7571016,,C0019080,,Loss of blood.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT210370254,A7571016,,C0019080,,The presence of extravascular erythrocytes.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT230154323,A21145305,,C0019080,,"<p>Bleeding is the loss of <a href='https://medlineplus.gov/blood.html'>blood</a>. It can happen outside or inside the body. You may bleed when you get a cut or other <a href='https://medlineplus.gov/woundsandinjuries.html'>wound</a>. Bleeding can also be due to an injury to internal organs.</p> <p>Sometimes bleeding can cause other problems. A <a href='https://medlineplus.gov/bruises.html'>bruise</a> is bleeding under the skin. Some <a href='https://medlineplus.gov/hemorrhagicstroke.html'>strokes</a> are caused by bleeding in the brain. Other bleeding, such as <a href='https://medlineplus.gov/gastrointestinalbleeding.html'>gastrointestinal bleeding</a>, coughing up blood, or <a href='https://medlineplus.gov/vaginalbleeding.html'>vaginal bleeding</a>, can be a symptom of a disease.</p> <p>Normally, when you bleed, your blood forms clots to stop the bleeding. Severe bleeding may require <a href='https://medlineplus.gov/firstaid.html'>first aid</a> or a trip to the <a href='https://medlineplus.gov/emergencymedicalservices.html'>emergency room</a>. If you have a <a href='https://medlineplus.gov/bleedingdisorders.html'>bleeding disorder</a>, your blood does not form clots normally.</p>",MEDLINEPLUS,,N,,,,,,,,,,,,,,,,
AT38142424,A0067245,,C0019080,,Bleeding or escape of blood from a vessel.,MSH,,N,,,,,,,,,,,,,,,,
AT51219895,A0480733,,C0019080,,escape of blood from the vessels; bleeding.,CSP,,N,,,,,,,,,,,,,,,,
AT38138110,A0076896,,C0022546,,"Multiple erythrocytic antigens that comprise at least three pairs of alternates and amorphs, determined by one complex gene or possibly several genes at closely linked loci. The system is important in transfusion reactions. Its expression involves the X-chromosome.",MSH,,N,,,,,,,,,,,,,,,,
AT144247412,A8317264,,C0023117,,"<p>Agglutination, Latex</p>",HL7V3.0,,N,,,,,,,,,,,,,,,,
AT38151772,A0078405,,C0023117,,"Passive agglutination tests in which antigen is adsorbed onto latex particles which then clump in the presence of antibody specific for the adsorbed antigen. (From Stedman, 26th ed)",MSH,,N,,,,,,,,,,,,,,,,
AT198031930,A10761370,,C0023508,,A measurement of the leukocytes in a biological specimen.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT198117864,A10761370,,C0023508,,A test to determine the number of leukocytes in a sample of blood.,NCI,,N,,,,,,,,,,,,,,,,
AT38146415,A0079569,,C0023508,,The number of WHITE BLOOD CELLS per unit volume in venous BLOOD. A differential leukocyte count measures the relative numbers of the different types of white cells.,MSH,,N,,,,,,,,,,,,,,,,
AT51219618,A0482727,,C0023508,,number of white blood cells per unit volume in venous blood.,CSP,,N,,,,,,,,,,,,,,,,
AT198036597,A17695590,,C0025222,,"Abnormally dark tarry feces containing blood, usually from gastrointestinal bleeding.",NCI,,N,,,,,,,,,,,,,,,,
AT206288655,A24666286,,C0025222,,"The passage of blackish, tarry feces associated with gastrointestinal hemorrhage. Melena occurs if the blood remains in the colon long enough for it to be broken down by colonic bacteria. One degradation product, hematin, imbues the stool with a blackish color. Thus, melena generally occurs with bleeding from the upper gastrointestinal tract (e.g., sotmach ulcers or duodenal ulcers), since the blood usually remains in the gut for a longer period of time than with lower gastrointestinal bleeding. [HPO:probinson]",HPO,,N,,,,,,,,,,,,,,,,
AT210377664,A17695590,,C0025222,,"Abnormally dark tarry feces containing blood, usually due to gastrointestinal bleeding.",NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT38153420,A0084470,,C0025222,,"The black, tarry, foul-smelling FECES that contain degraded blood.",MSH,,N,,,,,,,,,,,,,,,,
AT38139451,A0087252,,C0026327,,"A system of universal human blood group isoantigens with many associated subgroups. The M and N traits are codominant and the S and s traits are probably very closely linked alleles, including the U antigen. This system is most frequently used in paternity studies.",MSH,,N,,,,,,,,,,,,,,,,
AT38148827,A0094064,,C0028792,,"Chemical, spectroscopic, or microscopic detection of extremely small amounts of blood.",MSH,,N,,,,,,,,,,,,,,,,
AT198080923,A10762013,,C0032181,,"The determination of the number of platelets in a blood sample, usually expressed as platelets per cubic millimeter (cmm) of whole blood.",NCI,,N,,,,,,,,,,,,,,,,
AT198093048,A10762013,,C0032181,,A measurement of the platelets (non-nucleated thrombocytes) in a biological specimen.,NCI_CDISC,,N,,,,,,,,,,,,,,,,
AT38144063,A0102339,,C0032181,,The number of PLATELETS per unit volume in a sample of venous BLOOD.,MSH,,N,,,,,,,,,,,,,,,,
AT197980034,A7573624,,C0036690,,A disorder characterized by the presence of pathogenic microorganisms in the blood stream that cause a rapidly progressing systemic reaction that may lead to shock.,NCI_CTCAE,,N,,,,,,,,,,,,,,,,
AT198128220,A7573624,,C0036690,,Disease caused by the spread of bacteria and their toxins in the bloodstream.,NCI_NCI-GLOSS,,N,,,,,,,,,,,,,,,,
AT198140541,A7573624,,C0036690,,"The presence of pathogenic microorganisms in the blood stream causing a rapidly progressing systemic reaction that may lead to shock. Symptoms include fever, chills, tachycardia, and increased respiratory rate. It is a medical emergency that requires urgent medical attention.",NCI,,N,,,,,,,,,,,,,,,,
AT206298437,A24672613,,C0036690,,Systemic inflammatory response to infection. [HPO:probinson],HPO,,N,,,,,,,,,,,,,,,,
AT210371836,A7573624,,C0036690,,A systemic inflammatory response to an infection.,NCI_NICHD,,N,,,,,,,,,,,,,,,,
AT51221131,A0488978,,C0036690,,systemic disease associated with presence and persistance of pathogenic microorganisms or their toxins in the blood.,CSP,,N,,,,,,,,,,,,,,,,
AT64677226,A26604825,,C0036690,,Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.,MSH,,N,,,,,,,,,,,,,,,,
