CUI	AUI	ATUI	SATUI	SAB	DEF	SUPPRESS	CVF	cui2								
C0036572	A0115074	AT13936426	NULL	AIR	"WHAT: Seizure.	Seizure: a paroxysmal transient disturbance of brain function that may be manifested as episodic impairment or loss of consciousness, abnormal motor phenomena, psychic or sensory disturbance or perturbation of the autonomic brain electrical activity.	WHY:	Seizures may occur in systemic lupus erythematosus or in necrotizing vasculitides such as polyarteritis, eosinophilic granulomatous vasculitis, aortic arch arteritis, or rheumatoid arteritis.	HOW:	A seizure probably exists when there are generalized convulsions or focal motor/sensory phenomenon. GENERALIZED CONVULSIONS may be preceded by an aura but usually have a sudden loss of consciousness with generalized muscle rigidity then generalized muscle activity. They may have incontinence of urine or feces or laceration of the tongue or buccal mucosa. This usually is followed by flaccidity, drowsiness, or complaints of a headache or sore muscles. FOCAL MOTOR/SENSORY PHENOMENON may precede generalized convulsions but may be tonic or clonic muscle activity that is limited to one extremity, one side of the body, or one side of the face or lateralized/localized sensory sensations. These may only be brief sudden involuntary muscle contractions associated with transitory loss of muscle tone and a brief loss of contact with the environment, repetitive automatic behavior patterns, feelings of familiarity or unfamiliarity associated with compulsive thinking, unpleasant epi- gastric sensations that may radiate to the head, or hallucinations of an auditory, vertiginous, olfactory, gustatory, or visual type.	REFS:	1) Steinberg, AD: Management of Systemic Lupus Erythematosus"". In Textbook of Rheumatology (Ch. 70). Philadelphia: W.B. Saunders Co."	N	NULL	C0036572								
C0036572	A7568094	AT197967295	NULL	NCI_NCI-GLOSS	Convulsion; a sudden, involuntary movement of the muscles.	N	NULL	C0036572								
C0036572	A7568094	AT198029585	NULL	NCI	Sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.	N	NULL	C0036572								
C0036572	A7568094	AT198115592	NULL	NCI_CTCAE	A disorder characterized by a sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.	N	NULL	C0036572								
C0036572	A24672958	AT206291017	NULL	HPO	Seizures are an intermittent abnormality of the central nervous system due to a sudden, excessive, disorderly discharge of cerebral neurons and characterized clinically by some combination of disturbance of sensation, loss of consciousness, impairment of psychic function, or convulsive movements. The term epilepsy is used to describe chronic, recurrent seizures. [HPO:probinson]	N	NULL	C0036572								
C0036572	A7568094	AT210373723	NULL	NCI_NICHD	A paroxysmal surge of electrical activity in the brain that may result in physical or behavioral changes.	N	NULL	C0036572								
C0036572	A21144350	AT220102672	NULL	MEDLINEPLUS	<p>Seizures are symptoms of a brain problem. They happen because of sudden, abnormal electrical activity in the brain. When people think of seizures, they often think of convulsions in which a person's body shakes rapidly and uncontrollably. Not all seizures cause convulsions. There are many types of seizures and some have mild symptoms. Seizures fall into two main groups. Focal seizures, also called partial seizures, happen in just one part of the brain. Generalized seizures are a result of abnormal activity on both sides of the brain. </p> <p>Most seizures last from 30 seconds to 2 minutes and do not cause lasting harm. However, it is a medical emergency if seizures last longer than 5 minutes or if a person has many seizures and does not wake up between them. Seizures can have many causes, including medicines, high fevers, head injuries and certain diseases. People who have recurring seizures due to a brain disorder have <a href='https://medlineplus.gov/epilepsy.html'>epilepsy</a>. </p> <p >NIH: National Institute of Neurological Disorders and Stroke</p>	N	NULL	C0036572								
C0036572	A0115076	AT38135400	NULL	MSH	"Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as EPILEPSY or seizure disorder."""""	N	NULL	C0036572								
C0036572	A0476690	AT51220315	NULL	CSP	the most dramatic type of seizure, characterized by tonic and clonic contraction of most skeletal muscles.	N	NULL	C0036572								
C0032914	A18612146	AT130672543	NULL	CHV	A condition of hypertension occurring in pregnancy	N	NULL	C0032914								
C0032914	A18612147	AT130672544	NULL	CHV	A condition of hypertension occurring in pregnancy	N	NULL	C0032914								
C0032914	A18667865	AT130672545	NULL	CHV	A condition of hypertension occurring in pregnancy	N	NULL	C0032914								
C0032914	A7626999	AT198103577	NULL	NCI	A pregnancy induced hypertensive state that occurs after 20 weeks of gestation characterized by an increase in blood pressure, along with body swelling and proteinuria.	N	NULL	C0032914								
C0032914	A24670362	AT206303512	NULL	HPO	Pregnancy-induced hypertension in association with significant amounts of protein in the urine. [HPO:sdoelken]	N	NULL	C0032914								
C0032914	A17686449	AT210377660	NULL	NCI_NICHD	A systolic blood pressure of 140 mmHg or higher, or a diastolic blood pressure of 90 mmHg or higher on two occasions at least 4 hours apart (or greater than or equal to 160/110 mmHg within a short interval) after 20 weeks of gestation in a woman with previously normal blood pressure. It may present with proteinuria but if not, it may be associated with thrombocytopenia, impaired liver function, progressive renal insufficiency, pulmonary edema, or new-onset cerebral or visual disturbances.	N	NULL	C0032914								
C0032914	A24677139	AT211527864	NULL	HPO	Pregnancy-induced toxic reactions of the mother that can be as harmless as slight Maternal hypertension or as life threatening as Eclampsia. [HPO:sdoelken]	N	NULL	C0032914								
C0032914	A17686449	AT220005244	NULL	NCI_GAIA	Preeclampsia is defined by three criteria: First, the gestational age of the pregnancy must be greater than or equal to 20 weeks; Second, a diagnosis of new onset maternal hypertension (systolic blood pressure greater than or equal to 140mmHg and/or diastolic blood pressure greater than or equal to 90mmHg) that is sustained on two measurements over a minimum of one hour; Third, a diagnosis of new onset proteinuria.	N	NULL	C0032914								
C0032914	A17686449	AT230075836	NULL	NCI	A systolic blood pressure of 140 mmHg or higher, or a diastolic blood pressure of 90 mmHg or higher on two occasions at least 4 hours apart (or greater than or equal to 160/110 mmHg within a short interval) after 20 weeks of gestation in a woman with previously normal blood pressure. It may present with proteinuria but if not, it may be associated with thrombocytopenia, impaired liver function, progressive renal insufficiency, pulmonary edema, or new-onset cerebral or visual disturbances.	N	NULL	C0032914								
C0032914	A0104301	AT43117386	NULL	MSH	A complication of PREGNANCY, characterized by a complex of symptoms including maternal HYPERTENSION and PROTEINURIA with or without pathological EDEMA. Symptoms may range between mild and severe. Pre-eclampsia usually occurs after the 20th week of gestation, but may develop before this time in the presence of trophoblastic disease.	N	NULL	C0032914								
C0032914	A1883592	AT51221221	NULL	CSP	pregnancy induced hypertensive states, including EPH gestosis when edema and proteinuria accompany hypertension; other hypertensive disorders that develop during pregnancy or the puerperium are preeclampsia and eclampsia, either of which may be superimposed upon chronic hypertensive vascular or renal disease.	N	NULL	C0032914								
C0032914	A0487169	AT51224531	NULL	CSP	toxemia occurring in women in the second half of their pregnancy, characterized by hypertension, and usually by edema and proteinuria, but without the convulsions and coma associated with eclampsia.	N	NULL	C0032914								
C0151864	A7615382	AT197992705	NULL	NCI	A disorder that is related to pregnancy. Representative examples include ectopic pregnancy, toxemia of pregnancy, and gestational trophoblastic tumor.	N	NULL	C0151864								
C0151864	A0487173	AT51219387	NULL	CSP	conditions or pathological processes associated with pregnancy; may precede or follow conception or at any point in the pregnancy; may or may not have a deleterious effect on the pregnant woman or fetus.	N	NULL	C0151864								
C0013604	A2654253	AT18955538	NULL	UWDA	Pathological transudate within one or more tissues.	N	NULL	C0013604								
C0013604	A7570209	AT197967365	NULL	NCI_NCI-GLOSS	Swelling caused by excess fluid in body tissues.	N	NULL	C0013604								
C0013604	A7570209	AT197979843	NULL	NCI	Accumulation of an excessive amount of fluid in cells or intercellular tissues.	N	NULL	C0013604								
C0013604	A24679729	AT206283155	NULL	HPO	An abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body. [HPO:probinson]	N	NULL	C0013604								
C0013604	A7570209	AT210367943	NULL	NCI_NICHD	Accumulation of an excessive amount of fluid in cells or intercellular tissues.	N	NULL	C0013604								
C0013604	A7570209	AT210376013	NULL	NCI_CDISC	Excessive amount of watery fluid in tissues or cavities, generally characterized microscopically as clear spaces separating tissue components.	N	NULL	C0013604								
C0013604	A21143794	AT220105180	NULL	MEDLINEPLUS	<p>Edema means swelling caused by fluid in your body's tissues. It usually occurs in the feet, ankles and legs, but it can involve your entire body.</p> <p>Causes of edema include</p> <ul> <li>Eating too much salt</li> <li>Sunburn</li> <li><a href='https://medlineplus.gov/heartfailure.html'>Heart failure</a></li> <li><a href='https://medlineplus.gov/kidneydiseases.html'>Kidney disease</a></li> <li>Liver problems from <a href='https://medlineplus.gov/cirrhosis.html'>cirrhosis</a></li> <li>Pregnancy</li> <li>Problems with <a href='https://medlineplus.gov/lymphedema.html'>lymph nodes</a>, especially after <a href='https://medlineplus.gov/mastectomy.html'>mastectomy</a></li> <li>Some medicines</li> <li>Standing or walking a lot when the weather is warm</li> </ul> <p>To keep swelling down, your health care provider may recommend keeping your legs raised when sitting, wearing support stockings, limiting how much salt you eat, or taking a medicine called a diuretic - also called a water pill. </p>	N	NULL	C0013604								
C0013604	A0478291	AT51221153	NULL	CSP	swelling from excessive accumulation of serous fluid in tissue.	N	NULL	C0013604								
C0013604	A0052723	AT53895856	NULL	MSH	Abnormal fluid accumulation in TISSUES or body cavities. Most cases of edema are present under the SKIN in SUBCUTANEOUS TISSUE.	N	NULL	C0013604								
C0235527	A26652466	AT73553816	NULL	MSH	Heart failure involving the RIGHT VENTRICLE.	N	NULL	C0235527								
C0018799	A7599175	AT198078745	NULL	NCI	A non-neoplastic or neoplastic disorder that affects the heart and/or the pericardium. Representative examples include endocarditis, pericarditis, atrial myxoma, cardiac myeloid sarcoma, and pericardial malignant mesothelioma.	N	NULL	C0018799								
C0018799	A21144612	AT220102420	NULL	MEDLINEPLUS	<p>If you're like most people, you think that heart disease is a problem for others. But heart disease is the number one killer in the U.S. It is also a major cause of disability. There are many different forms of heart disease. The most common cause of heart disease is narrowing or blockage of the coronary arteries, the blood vessels that supply blood to the heart itself. This is called <a href='https://medlineplus.gov/coronaryarterydisease.html'>coronary artery disease</a> and happens slowly over time. It's the major reason people have <a href='https://medlineplus.gov/heartattack.html'>heart attacks</a>.</p> <p> Other kinds of heart problems may happen to the <a href='https://medlineplus.gov/heartvalvediseases.html'>valves</a> in the heart, or the heart may not pump well and cause <a href='https://medlineplus.gov/heartfailure.html'>heart failure</a>. Some people are <a href='https://medlineplus.gov/congenitalheartdefects.html'>born</a> with heart disease.</p> <p>You can help reduce your risk of heart disease by taking steps to control factors that put you at greater risk:</p> <ul> <li> Control your <a href='https://medlineplus.gov/highbloodpressure.html'>blood pressure</a></li> <li> Lower your <a href='https://medlineplus.gov/cholesterol.html'>cholesterol</a></li> <li> Don't smoke</li> <li> Get enough exercise</li> </ul> <p >NIH: National Heart, Lung, and Blood Institute</p>	N	NULL	C0018799								
